"Timestamp","What is your Rice Purity Test Score?","What is your sexuality?","What is your sex?","What gender do you identify with?","Are you transgender?","What is your age?","How would you define yourself politically?","Would you consider yourself religious?","How concerned are you about climate change?","Select the drugs below you think should be decriminalized:","Do you think the police service funding should be:","How many times a week do you masturbate?","How often do you have sex in a month?","Would you consider yourself ""sexually free""?","Would you describe yourself as a kinky person?","Do you think your parents be disappointed in you if they knew the details of your sex life?","How scared are you of catching STDs/STIs?","How scared are you of having/causing an unwanted pregnancy?","What is the highest education level you have completed OR are currently pursuing?","How many years have you lived apart from your parents?","What is your annual income?","Would you say you are a(n):","Would you consider yourself a healthy person?"
"2020/11/15 6:05:00 PM CST","28","Homosexual","Male","Male","","20","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","7 - 10","15 - 25 times","Yes","Yes","Yes","Very scared","Not Applicable","Bachelor's Degree (4 year)","1 - 2","$10,001 - $30,000","Introvert","Yes"
"2020/11/15 6:24:00 PM CST","26","Heterosexual","Female","Female","","36","Liberal","No","Very concerned","Marijuana;Psychedelics","Abolished","2 - 4","1 - 2 times","No","No","Yes","A little scared","Absolutely terrified","Bachelor's Degree (4 year)","10+","$30,001 - $50,000","Introvert","Maybe"
"2020/11/15 6:24:57 PM CST","36","Bisexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","5 - 7","9 - 15 times","Yes","Yes","Yes","Very scared","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 6:25:14 PM CST","26","Heterosexual","Female","Female","","23","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Increased","1","3 - 8 times","Yes","Yes","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$50,001 - $80,000","Introvert","Yes"
"2020/11/15 6:30:21 PM CST","46","Heterosexual","Male","Male","","18","Liberal","No","Decently concerned","Marijuana;Psychedelics","Left the way it is","2 - 4","9 - 15 times","Maybe","Yes","No","Not at all scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 6:30:55 PM CST","41","Bisexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","10+","9 - 15 times","Maybe","Yes","No","A little scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Maybe"
"2020/11/15 6:38:51 PM CST","97","Bisexual","Male","Male","","20","Liberal","Yes","Decently concerned","Marijuana","Lessened","0","I have never had sex","No","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 6:40:16 PM CST","49","Bisexual","Female","Male","","22","Far-left, not liberal","No","Very concerned","Marijuana","Lessened","1","1 - 2 times","No","No","I don't know","A little scared","Not Applicable","Master's Degree","1 - 2","$0 - $10,000","Extrovert","Yes"
"2020/11/15 6:42:16 PM CST","33","Heterosexual","Male","Male","","18","Liberal","Maybe","Decently concerned","Marijuana;Psychedelics","Lessened","7 - 10","3 - 8 times","Yes","Yes","No","Decently scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Yes"
"2020/11/15 6:44:15 PM CST","90","Heterosexual","Male","Male","","18","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Increased","2 - 4","I have never had sex","Yes","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 6:51:54 PM CST","46","Homosexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","10+","1 - 2 times","Maybe","Yes","Yes","Absolutely terrified","Not at all scared","High School / GED Equivalent","1 - 2","$0 - $10,000","Extrovert","No"
"2020/11/15 6:52:55 PM CST","82","Bisexual","Female","Female","","18","Liberal","No","Very concerned","Marijuana","Abolished","1","I have never had sex","Maybe","Yes","Yes","Absolutely terrified","Absolutely terrified","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Extrovert","Maybe"
"2020/11/15 6:55:20 PM CST","65","Androsexual","Prefer not to say","Agender","","22","Conservative","Yes","Very concerned","Marijuana","Increased","1","I have never had sex","No","Yes","Yes","Not at all scared","Not at all scared","Trade school","1 - 2","$0 - $10,000","Extrovert","No"
"2020/11/15 6:55:39 PM CST","53","Bisexual","Female","Female","","23","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","7 - 10","3 - 8 times","No","No","No","A little scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Maybe"
"2020/11/15 6:59:13 PM CST","41","Heterosexual","Female","Female","","28","Liberal","No","Decently concerned","Marijuana","Lessened","2 - 4","3 - 8 times","Maybe","No","I don't know","Not at all scared","Not at all scared","Associate's Degree (2 year)","6 - 10","$80,001 - $120,000","Introvert","No"
"2020/11/15 7:07:40 PM CST","92","Heterosexual","Male","Male","","18","Centrist","No","Decently concerned","Heroin & Other hard drugs","Left the way it is","2 - 4","I have never had sex","Maybe","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 7:07:40 PM CST","89","Heterosexual","Male","Male","","24","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have never had sex","No","No","I don't know","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$50,001 - $80,000","Introvert","No"
"2020/11/15 7:10:08 PM CST","40","Heterosexual","Female","Female","","24","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","3 - 8 times","Maybe","No","Yes","Not at all scared","Somewhat scared","Associate's Degree (2 year)","6 - 10","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 7:10:29 PM CST","88","Asexual","Male","Male","","20","Liberal","No","Very concerned","Marijuana","Lessened","7 - 10","I have never had sex","Maybe","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 7:11:47 PM CST","45","Heterosexual","Male","Male","","32","Centrist","No","Decently concerned","Marijuana;Psychedelics","Lessened","7 - 10","3 - 8 times","No","No","No","Not at all scared","Not at all scared","Doctoral Degree","6 - 10","$120,001 - $160,000","Ambivert ","Maybe"
"2020/11/15 7:14:44 PM CST","39","Bisexual","Prefer not to say","Male","","53","Liberal","No","Very concerned","Marijuana","Left the way it is","5 - 7","1 - 2 times","Maybe","No","No","A little scared","Not Applicable","High School / GED Equivalent","10+","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 7:15:48 PM CST","43","Homosexual","Female","Female","","26","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","1 - 2 times","Yes","No","No","Not at all scared","Not at all scared","Doctoral Degree","3 - 5","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 7:16:53 PM CST","55","Questioning","Male","Female","","23","Communist","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","0","1 - 2 times","Yes","Yes","Yes","Somewhat scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$10,001 - $30,000","Introvert","No"
"2020/11/15 7:17:39 PM CST","78","Bisexual","Female","Non-binary","","20","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","I have never had sex","No","Yes","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Introvert","Yes"
"2020/11/15 7:24:00 PM CST","52","Bisexual","Male","Male, questioning","","18","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","1 - 2 times","No","No","No","A little scared","Decently scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 7:26:01 PM CST","31","Heterosexual","Female","Female","","43","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","9 - 15 times","Maybe","No","Yes","A little scared","Not at all scared","Master's Degree","10+","$120,001 - $160,000","Introvert","Yes"
"2020/11/15 7:27:25 PM CST","88","Heterosexual","Female","Female","","21","Liberal","Maybe","Somewhat concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have never had sex","Maybe","Yes","Yes","Decently scared","Decently scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 7:27:41 PM CST","47","Heterosexual","Male","Male","","35","Liberal","Yes","Decently concerned","Marijuana","Lessened","2 - 4","1 - 2 times","No","Yes","I don't know","Not at all scared","Somewhat scared","Associate's Degree (2 year)","10+","$50,001 - $80,000","Introvert","No"
"2020/11/15 7:29:28 PM CST","90","Heterosexual","Male","Male","","45","Centrist","No","A little concerned","Marijuana;Psychedelics","Increased","10+","3 - 8 times","Yes","Yes","I don't know","Somewhat scared","A little scared","Bachelor's Degree (4 year)","10+","$160,001+","Introvert","Maybe"
"2020/11/15 7:30:13 PM CST","90","Heterosexual","Male","Male","","22","Centrist","No","Somewhat concerned","Marijuana","Left the way it is","2 - 4","I have never had sex","Maybe","No","No","Not at all scared","Not at all scared","Master's Degree","3 - 5","$0 - $10,000","Introvert","Yes"
"2020/11/15 7:30:16 PM CST","60","Homosexual","Female","Female","","27","Liberal","No","Decently concerned","Marijuana","Lessened","1","1 - 2 times","Maybe","No","No","Not at all scared","Not at all scared","Master's Degree","3 - 5","$50,001 - $80,000","Introvert","Yes"
"2020/11/15 7:31:40 PM CST","48","Heterosexual","Female","Female","","26","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","1","1 - 2 times","No","No","I don't know","Not at all scared","A little scared","Master's Degree","6 - 10","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 7:35:24 PM CST","67","asexual","Female","Female","","31","Liberal","Yes","Decently concerned","Marijuana","Lessened","0","I have never had sex","Maybe","Yes","I don't know","Not at all scared","Not at all scared","Master's Degree","6 - 10","$30,001 - $50,000","Introvert","Maybe"
"2020/11/15 7:43:22 PM CST","35","Bisexual","Female","Non-binary","","29","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","15 - 25 times","Yes","Yes","Yes","Not at all scared","Somewhat scared","Bachelor's Degree (4 year)","10+","$80,001 - $120,000","Introvert","Maybe"
"2020/11/15 7:44:52 PM CST","45","Bisexual","Female","Female","","25","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","9 - 15 times","Maybe","Yes","No","Not at all scared","Absolutely terrified","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$30,001 - $50,000","Introvert","No"
"2020/11/15 7:45:00 PM CST","25","Heterosexual","Male","Male","","20","Conservative","No","Somewhat concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Left the way it is","10+","15 - 25 times","Yes","No","I don't know","Somewhat scared","Somewhat scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Maybe"
"2020/11/15 7:48:41 PM CST","45","Bisexual","Female","Female","","21","Liberal","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","9 - 15 times","Yes","Yes","No","A little scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Yes"
"2020/11/15 7:52:39 PM CST","44","Bisexual","Female","Non-binary","","28","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","1","I have never had sex","Yes","Yes","I don't know","Somewhat scared","Decently scared","Master's Degree","6 - 10","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 7:52:56 PM CST","38","Homosexual","Female","Female","","40","Conservative","No","Somewhat concerned","Marijuana","Left the way it is","1","9 - 15 times","Yes","Yes","No","Decently scared","Not at all scared","Doctoral Degree","10+","$160,001+","Introvert","Yes"
"2020/11/15 7:54:01 PM CST","52","Pansexual","Female","Non-binary","","19","Liberal","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Highly increased","5 - 7","1 - 2 times","No","No","Yes","Not at all scared","Very scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Maybe"
"2020/11/15 7:54:38 PM CST","89","Heterosexual","Male","Male","","25","Liberal","No","Decently concerned","Marijuana;Psychedelics","Left the way it is","5 - 7","I have never had sex","Maybe","Yes","Yes","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","3 - 5","$50,001 - $80,000","Introvert","No"
"2020/11/15 8:05:47 PM CST","86","Heterosexual","Male","Male","","23","Centrist","Maybe","Decently concerned","Marijuana;Psychedelics","Left the way it is","7 - 10","I have never had sex","Maybe","No","I don't know","Decently scared","Decently scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 8:07:13 PM CST","77","Homosexual","Female","Female","","18","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have never had sex","Yes","Yes","Yes","A little scared","Not Applicable","High School / GED Equivalent","0 (I have never lived apart from my parents)","$50,001 - $80,000","Introvert","Yes"
"2020/11/15 8:10:05 PM CST","53","Heterosexual","Transgender male 3 months testosterone pre op","Male","","18","Left leaning","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","Maybe","No","No","Decently scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$10,001 - $30,000","Introvert","Maybe"
"2020/11/15 8:10:59 PM CST","94","Asexual (but heteromantic)","Female","Female","","18","Centrist","No","A little concerned","Marijuana;Psychedelics","Left the way it is","2 - 4","I have never had sex","No","Yes","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","No"
"2020/11/15 8:11:00 PM CST","38","Bisexual","Female","Female","","24","Liberal","Yes","Decently concerned","Marijuana;Psychedelics","Lessened","1","3 - 8 times","Yes","Yes","Yes","Not at all scared","Absolutely terrified","Master's Degree","6 - 10","$10,001 - $30,000","Ambivert","Maybe"
"2020/11/15 8:14:33 PM CST","16","Bisexual","Female","Female","","47","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","0","1 - 2 times","Yes","Yes","Yes","Not at all scared","Not at all scared","Associate's Degree (2 year)","10+","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 8:14:46 PM CST","53","Heterosexual","Female","Female","","20","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Increased","2 - 4","1 - 2 times","No","No","Yes","Not at all scared","A little scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 8:15:13 PM CST","22","Bisexual","Female","Female","","26","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","1 - 2 times","Yes","No","No","Not at all scared","Not at all scared","some college no degree","6 - 10","$10,001 - $30,000","Introvert","Yes"
"2020/11/15 8:16:59 PM CST","96","Homosexual","Prefer not to say","Non-binary","","20","leftist","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","0","I have never had sex","Maybe","No","No","Somewhat scared","A little scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","idk","Maybe"
"2020/11/15 8:19:37 PM CST","49","Heterosexual","Male","Male","","19","Socialist","Yes","Decently concerned","Marijuana","Increased","10+","3 - 8 times","Maybe","No","No","Decently scared","Very scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 8:21:10 PM CST","31","Heterosexual","Male","Male","","28","Liberal","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","Maybe","Yes","I don't know","A little scared","Decently scared","Bachelor's Degree (4 year)","10+","$80,001 - $120,000","Introvert","No"
"2020/11/15 8:21:42 PM CST","20","Bisexual","Male","Male","","22","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","7 - 10","1 - 2 times","Yes","Yes","Yes","A little scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 8:23:38 PM CST","97","Heterosexual","Male","Male","","20","Centrist","No","Very concerned","Marijuana","Increased","5 - 7","I have never had sex","Maybe","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 8:24:13 PM CST","44","Heterosexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","15 - 25 times","Yes","No","No","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","like half and half","Yes"
"2020/11/15 8:25:53 PM CST","29","Bisexual","Female","Female","","28","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","1","3 - 8 times","Yes","Yes","Yes","Decently scared","Very scared","Dropped out of college with 2 years to go (after trying for 4 years), 6 years ago","1 - 2","$10,001 - $30,000","Introvert","Yes"
"2020/11/15 8:29:08 PM CST","78","Heterosexual","Male","Male","","16","Third position ","Yes","Very concerned","Marijuana;Psychedelics","Increased","5 - 7","I have never had sex","No","Yes","Yes","Absolutely terrified","Somewhat scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 8:32:11 PM CST","95","Asexual ","Female","Non-binary","","21","Liberal","No","Very concerned","Marijuana","Lessened","1","I have never had sex","No","Yes","I don't know","Absolutely terrified","Absolutely terrified","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","No"
"2020/11/15 8:33:15 PM CST","68","Heterosexual","Female","Female","","20","Liberal","No","Decently concerned","Marijuana;Psychedelics","Lessened","1","I have never had sex","No","No","No","Decently scared","Very scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Introvert","Maybe"
"2020/11/15 8:34:59 PM CST","35","Heterosexual","Male","Male","","34","leftist","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","No","No","No","Not at all scared","Somewhat scared","Doctoral Degree","10+","$30,001 - $50,000","Extrovert","No"
"2020/11/15 8:35:21 PM CST","22","Heterosexual","Female","Female","","40","Labor","No","Decently concerned","Marijuana","Left the way it is","1","1 - 2 times","Yes","Yes","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","10+","$80,001 - $120,000","Extrovert","Yes"
"2020/11/15 8:36:45 PM CST","42","Heterosexual","Female","Female","","36","Liberal","No","Somewhat concerned","Marijuana","Lessened","0","3 - 8 times","Maybe","No","Yes","A little scared","A little scared","Bachelor's Degree (4 year)","6 - 10","$10,001 - $30,000","Introvert","No"
"2020/11/15 8:39:25 PM CST","89","Heterosexual","Male","Male","","20","Centrist","Maybe","Somewhat concerned","Marijuana","Increased","2 - 4","I have never had sex","Maybe","No","Yes","A little scared","Not Applicable","Bachelor's Degree (4 year)","1 - 2","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 8:41:07 PM CST","27","Heterosexual","Female","Female","","36","Liberal","Maybe","Very concerned","Marijuana;Psychedelics","Lessened","0","3 - 8 times","Yes","Yes","Yes","A little scared","Not at all scared","High School / GED Equivalent","10+","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 8:41:10 PM CST","47","Bisexual","Female","Female","","24","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","1 - 2 times","No","No","Yes","Somewhat scared","Decently scared","Master's Degree","6 - 10","$50,001 - $80,000","Introvert","Yes"
"2020/11/15 8:42:21 PM CST","41","Heterosexual","Female","Female","","19","Liberal","No","Decently concerned","Marijuana;Psychedelics","Lessened","0","1 - 2 times","Yes","Yes","Yes","A little scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Maybe"
"2020/11/15 8:46:17 PM CST","23","Bisexual","Female","Female","","22","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","10+","9 - 15 times","Yes","Yes","Yes","Decently scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 8:47:30 PM CST","19","pansexual","Female","Non-binary","","28","Liberal","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","7 - 10","3 - 8 times","Maybe","Yes","Yes","A little scared","A little scared","Bachelor's Degree (4 year)","10+","$10,001 - $30,000","Introvert","Yes"
"2020/11/15 8:48:24 PM CST","85","Heterosexual","Female","Female","","22","Liberal","Maybe","Very concerned","Marijuana","Lessened","2 - 4","I have never had sex","No","No","No","A little scared","Decently scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Introvert","No"
"2020/11/15 8:51:02 PM CST","21","Heterosexual","Female","Female","","52","Liberal","Yes","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","9 - 15 times","Yes","Yes","Yes","Not at all scared","Not at all scared","Master's Degree","10+","$80,001 - $120,000","Introvert","No"
"2020/11/15 8:52:25 PM CST","93","Bisexual","Female","Female","","23","Liberal","Yes","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","2 - 4","I have never had sex","No","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$10,001 - $30,000","Introvert","No"
"2020/11/15 8:54:02 PM CST","28","Bisexual","Male","Male","","27","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","No","No","No","A little scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 8:58:43 PM CST","45","Heterosexual","Female","Female","","24","Liberal","No","Decently concerned","Marijuana;Psychedelics","Lessened","2 - 4","1 - 2 times","No","No","No","A little scared","Decently scared","Bachelor's Degree (4 year)","6 - 10","$50,001 - $80,000","Introvert","No"
"2020/11/15 9:00:28 PM CST","50","Heterosexual","Female","Female","","41","Liberal","No","Decently concerned","Marijuana","Lessened","1","1 - 2 times","No","No","No","Not at all scared","Not at all scared","Master's Degree","10+","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 9:01:25 PM CST","47","Heterosexual","Female","Female","","41","Centrist","Yes","Very concerned","Marijuana;Psychedelics","Left the way it is","1","1 - 2 times","No","No","No","Not at all scared","Not at all scared","Master's Degree","10+","$30,001 - $50,000","Introvert","Maybe"
"2020/11/15 9:01:48 PM CST","95","Asexual","Female","Non-binary","","30","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","0","I have never had sex","No","No","No","Not at all scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 9:03:24 PM CST","25","Bisexual","Female","Female","","20","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","10+","1 - 2 times","Yes","Yes","Yes","A little scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Maybe"
"2020/11/15 9:04:53 PM CST","27","Heterosexual","Female","Female","","30","Libertarian","Yes","Somewhat concerned","Marijuana;Psychedelics","Highly increased","1","3 - 8 times","Yes","Yes","No","Not at all scared","A little scared","2 Associates","6 - 10","$50,001 - $80,000","Extrovert","No"
"2020/11/15 9:04:54 PM CST","77","Heterosexual","Male","Male","","24","Centrist","No","Decently concerned","Marijuana","Lessened","7 - 10","I have never had sex","No","No","Yes","Not at all scared","Not at all scared","High School / GED Equivalent","3 - 5","$10,001 - $30,000","Introvert","Maybe"
"2020/11/15 9:05:35 PM CST","89","asexual","Male","I don't ""identify"" with anything","","40","right-libertarian / anarcho-capitalist","No","Not at all concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have never had sex","Maybe","No","I don't know","Not at all scared","Not at all scared","High School / GED Equivalent","10+","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 9:05:57 PM CST","29","Bisexual","Female","Female","","36","Liberal","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","0","3 - 8 times","Yes","Yes","Yes","Not at all scared","Not at all scared","Doctoral Degree","10+","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 9:06:22 PM CST","97","Heterosexual","Female","Female","","18","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","0","I have never had sex","No","No","No","Not at all scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 9:07:47 PM CST","48","Bisexual","Male","Male","","20","Centrist","Maybe","Decently concerned","Marijuana","Lessened","10+","3 - 8 times","No","No","Yes","A little scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 9:08:09 PM CST","97","Heterosexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","I have never had sex","Maybe","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 9:08:19 PM CST","90","Questioning","Female","Female","","18","Liberal","Maybe","Decently concerned","Marijuana;Psychedelics","Lessened","1","I have never had sex","No","No","No","Absolutely terrified","Absolutely terrified","Diploma","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 9:09:36 PM CST","57","Heterosexual","Male","Male","","30","Liberal","Yes","Very concerned","Marijuana","Lessened","2 - 4","3 - 8 times","No","No","No","Not at all scared","Decently scared","Master's Degree","10+","$0 - $10,000","Introvert","Maybe"
"2020/11/15 9:11:44 PM CST","37","Heterosexual","Male","Male","","25","Liberal","No","Decently concerned","Marijuana","Lessened","2 - 4","9 - 15 times","Yes","No","No","Not at all scared","Very scared","Bachelor's Degree (4 year)","1 - 2","$10,001 - $30,000","Extrovert","Maybe"
"2020/11/15 9:12:03 PM CST","58","Bisexual","Male","Male","","19","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","3 - 8 times","No","Yes","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 9:12:10 PM CST","12","Heterosexual","Male","Male","","19","Centrist","No","Somewhat concerned","Marijuana;Psychedelics","Increased","0","15 - 25 times","Yes","Yes","Yes","Not at all scared","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 9:12:14 PM CST","31","Heterosexual","Male","Male","","30","Liberal","No","Very concerned","Marijuana;Psychedelics","Lessened","7 - 10","3 - 8 times","Maybe","Yes","I don't know","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","10+","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 9:13:10 PM CST","22","Bisexual","Male","Male","","34","Liberal","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","1 - 2 times","Maybe","No","I don't know","Not at all scared","Not at all scared","Master's Degree","10+","$80,001 - $120,000","Ambivert","Maybe"
"2020/11/15 9:17:15 PM CST","31","Heterosexual","Female","Female","No","25","Left","No","Very concerned","Marijuana;Psychedelics","Left the way it is","1","3 - 8 times","Maybe","No","Yes","A little scared","Very scared","Bachelor's Degree (4 year)","3 - 5","$30,001 - $50,000","Introvert","No"
