"Timestamp","What is your Rice Purity Test Score?","What is your sexuality?","What is your sex?","What gender do you identify with?","Are you transgender?","What is your age?","How would you define yourself politically?","Would you consider yourself religious?","How concerned are you about climate change?","Select the drugs below you think should be decriminalized:","Do you think the police service funding should be:","How many times a week do you masturbate?","How often do you have sex in a month?","Would you consider yourself ""sexually free""?","Would you describe yourself as a kinky person?","Do you think your parents be disappointed in you if they knew the details of your sex life?","How scared are you of catching STDs/STIs?","How scared are you of having/causing an unwanted pregnancy?","What is the highest education level you have completed OR are currently pursuing?","How many years have you lived apart from your parents?","What is your annual income?","Would you say you are a(n):","Would you consider yourself a healthy person?"
"2020/11/15 11:10:00 PM CST","35","Homosexual","Male","Female","Yes","31","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","10+","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","No","Somewhat scared","A little scared","Master's Degree","10+","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:11:07 PM CST","59","Heterosexual","Female","Female","No","23","Center","No","Very concerned","I don't think any of these drugs should be decriminalized","Left the way it is","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","No","Not at all scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:11:11 PM CST","45","Heterosexual","Male","Male","No","26","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","No","Not at all scared","A little scared","J D","6 - 10","$50,001 - $80,000","Introvert","No"
"2020/11/15 11:12:31 PM CST","56","Heterosexual","Female","Female","No","69","Left","No","Very concerned","Marijuana;Psychedelics","Left the way it is","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","No","Not at all scared","Not at all scared","Associate's Degree (2 year)","10+","$10,001 - $30,000","Introvert","No"
"2020/11/15 11:12:48 PM CST","96","Heterosexual","Male","Male","No","23","Left","No","Somewhat concerned","Marijuana;Psychedelics","Left the way it is","1","I have never had sex","No","No","I don't know","Decently scared","A little scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:12:56 PM CST","84 =(","Heterosexual","Male","Male","No","18","Left","Maybe","Decently concerned","Marijuana","Lessened","5 - 7","I have never had sex","No","No","I don't know","Not at all scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:13:02 PM CST","12","Heterosexual","Male","Male","No","35","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","No","Decently scared","Decently scared","Bachelor's Degree (4 year)","10+","$50,001 - $80,000","Extrovert","No"
"2020/11/15 11:13:14 PM CST","74","Asexual","Male","Male","No","26","Left","No","Very concerned","Marijuana;Psychedelics","Abolished","5 - 7","I have never had sex","No","No","No","Not at all scared","Not at all scared","High School / GED Equivalent","6 - 10","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:14:20 PM CST","58","Heterosexual","Male","Male","No","18","Left","Maybe","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","Yes","A little scared","Very scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:15:41 PM CST","43","Heterosexual","Female","Female","No","22","Left","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","3 - 8 times","Yes","No","Yes","A little scared","Decently scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Extrovert","No"
"2020/11/15 11:15:44 PM CST","93","Bisexual","Female","Female","No","21","Left","No","Decently concerned","Marijuana","Lessened","5 - 7","I have never had sex","Yes","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","6 - 10","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:16:09 PM CST","67","Bisexual","Male","Male","No","18","Center","Maybe","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Left the way it is","5 - 7","1 - 2 times","No","Yes","Yes","Not at all scared","Not at all scared","Doctoral Degree","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:16:22 PM CST","44","Heterosexual","Female","Female","No","27","Left","No","Very concerned","I don't think any of these drugs should be decriminalized","Lessened","0","3 - 8 times","Maybe","No","I don't know","Somewhat scared","Absolutely terrified","Associate's Degree (2 year)","1 - 2","$30,001 - $50,000","Ambivert","Yes"
"2020/11/15 11:16:27 PM CST","27","Bisexual","Female","Female","No","18","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","15 - 25 times","Maybe","Yes","Yes","Not at all scared","Absolutely terrified","High School / GED Equivalent","0 (I have never lived apart from my parents)","$10,001 - $30,000","Introvert","Maybe"
"2020/11/15 11:16:59 PM CST","56","Heterosexual","Male","Male","No","19","Left","Yes","Somewhat concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","9 - 15 times","No","No","Yes","Not at all scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$10,001 - $30,000","Introvert","Yes"
"2020/11/15 11:17:06 PM CST","92","Heterosexual","Male","Male","No","18","Center","No","Decently concerned","Marijuana","Left the way it is","5 - 7","I have never had sex","Yes","No","No","Somewhat scared","Very scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:17:18 PM CST","76","Heterosexual","Female","Female","No","24","Center","Yes","Decently concerned","Heroin & Other hard drugs","Lessened","1","I have never had sex","No","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:17:35 PM CST","87","Bisexual","Female","Male","Maybe","18","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","5 - 7","I have never had sex","No","No","Yes","Decently scared","Not Applicable","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:18:56 PM CST","53","Bisexual","Male","Male","No","19","Left","Maybe","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","Yes","A little scared","Decently scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:19:17 PM CST","59","Homosexual","Male","Male","Yes","20","Left","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","7 - 10","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","I don't know","A little scared","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 11:19:26 PM CST","40","Queer (ace and bi)","Female","Female","No","24","Left","Yes","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","3 - 8 times","Maybe","No","Yes","Not at all scared","Not Applicable","Master's Degree","6 - 10","$10,001 - $30,000","Ambivert","Maybe"
"2020/11/15 11:21:09 PM CST","38","Heterosexual","Male","Male","No","21","Left","No","Very concerned","Marijuana;Psychedelics","Left the way it is","5 - 7","3 - 8 times","Yes","Yes","No","Not at all scared","Decently scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:21:17 PM CST","17","Homosexual","Female","Female","No","38","Left","No","Decently concerned","I don't think any of these drugs should be decriminalized","Lessened","1","1 - 2 times","Yes","Yes","No","A little scared","Not at all scared","Bachelor's Degree (4 year)","10+","$50,001 - $80,000","Introvert","No"
"2020/11/15 11:21:18 PM CST","33","Heterosexual","Female","Female","No","26","Left","No","Very concerned","Marijuana","Lessened","0","3 - 8 times","Yes","No","No","Somewhat scared","Absolutely terrified","Bachelor's Degree (4 year)","6 - 10","$80,001 - $120,000","Extrovert","Yes"
"2020/11/15 11:22:04 PM CST","55","Bisexual","Male","Male","No","18","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","Maybe","No","Yes","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:22:05 PM CST","62","Heterosexual","Male","Male","No","25","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","7 - 10","I have never had sex","Yes","Yes","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Ambivert","Maybe"
"2020/11/15 11:24:05 PM CST","38","Bisexual","Female","Female","No","19","Left","Maybe","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","7 - 10","3 - 8 times","Yes","Yes","No","Absolutely terrified","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:24:34 PM CST","55","Heterosexual","Female","Female","No","20","Left","No","Very concerned","Marijuana","Lessened","1","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","I don't know","A little scared","A little scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Extrovert","No"
"2020/11/15 11:24:45 PM CST","34","Heterosexual","Male","Male","No","35","Unsure","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","1 - 2 times","Yes","No","No","Not at all scared","Decently scared","Some College","10+","$30,001 - $50,000","Ambivert","Maybe"
"2020/11/15 11:25:13 PM CST","50","Bisexual","Female","Female","No","23","Left","No","Very concerned","Marijuana;Psychedelics","Left the way it is","0","I have had sex, but not recently, or not frequent enough to be monthly","Yes","No","I don't know","Not at all scared","Absolutely terrified","Bachelor's Degree (4 year)","6 - 10","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:25:56 PM CST","93","Bisexual","Female","Male","Yes","27","Right","No","Somewhat concerned","I don't think any of these drugs should be decriminalized","Highly increased","5 - 7","I have never had sex","No","No","No","Not at all scared","Not Applicable","Master's Degree","6 - 10","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:26:02 PM CST","40","Bisexual","Male","Male","No","24","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","3 - 8 times","Maybe","Yes","Yes","Not at all scared","Decently scared","Bachelor's Degree (4 year)","3 - 5","$50,001 - $80,000","Extrovert","Maybe"
"2020/11/15 11:26:47 PM CST","38","Questioning","Female","Male","Yes","18","Left","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","1","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","I don't know","Decently scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Maybe"
"2020/11/15 11:27:29 PM CST","36","Bisexual","Female","Female","No","19","Left","No","Very concerned","Marijuana","Lessened","1","9 - 15 times","Yes","Yes","Yes","Absolutely terrified","Absolutely terrified","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Maybe"
"2020/11/15 11:27:43 PM CST","70","Bisexual","Male","Non-binary","No","18","Left","No","Decently concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","Yes","A little scared","Decently scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:27:43 PM CST","86","Homosexual","Female","Female","No","30","Left","Maybe","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","I have never had sex","No","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","6 - 10","$50,001 - $80,000","Introvert","Maybe"
"2020/11/15 11:27:56 PM CST","43","Bisexual","Female","Female","No","24","Center","Maybe","Decently concerned","Heroin & Other hard drugs","Lessened","0","15 - 25 times","Maybe","Yes","No","Not at all scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$30,001 - $50,000","Ambivert","Yes"
"2020/11/15 11:28:03 PM CST","27","Heterosexual","Male","Male","No","27","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","3 - 8 times","Maybe","No","No","Not at all scared","A little scared","Associate's Degree (2 year)","6 - 10","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:29:15 PM CST","53","Homosexual","Male","Male","No","26","Left","No","Very concerned","I don't think any of these drugs should be decriminalized","Lessened","2 - 4","1 - 2 times","Maybe","No","Yes","Absolutely terrified","Not at all scared","Master's Degree","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:30:28 PM CST","71","Heterosexual","Female","Female","No","23","Left","No","Decently concerned","I don't think any of these drugs should be decriminalized","Lessened","0","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","No","Somewhat scared","Somewhat scared","Doctoral Degree","3 - 5","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:30:39 PM CST","63","Bisexual","Male","Male","No","20","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","No","No","No","Very scared","Absolutely terrified","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:30:41 PM CST","23","Heterosexual","Female","Female","No","29","Left","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Increased","2 - 4","3 - 8 times","Yes","Yes","No","Decently scared","Absolutely terrified","Bachelor's Degree (4 year)","3 - 5","$50,001 - $80,000","Ambivert","Yes"
"2020/11/15 11:31:03 PM CST","44","Bisexual","Female","Female","No","30","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","No","Not at all scared","Not at all scared","Master's Degree","10+","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:31:26 PM CST","51","Heterosexual","Male","Male","No","27","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","3 - 8 times","Maybe","Yes","No","Decently scared","Decently scared","Master's Degree","1 - 2","$10,001 - $30,000","Ambivert","Yes"
"2020/11/15 11:32:27 PM CST","69","Bisexual","Female","Female","No","19","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have never had sex","Maybe","Yes","No","Somewhat scared","Decently scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","No"
"2020/11/15 11:32:34 PM CST","24","Heterosexual","Female","Female","No","21","Libertarian","No","Not at all concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","0","I have had sex, but not recently, or not frequent enough to be monthly","No","No","Yes","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:34:31 PM CST","60","Heterosexual","Female","Female","No","21","Left","No","Very concerned","Marijuana","Abolished","0","1 - 2 times","No","No","No","Not at all scared","A little scared","Master's Degree","3 - 5","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:34:53 PM CST","27","Heterosexual","Male","Male","No","25","Left","No","Decently concerned","Marijuana;Psychedelics","Increased","2 - 4","3 - 8 times","Maybe","Yes","No","Not at all scared","Somewhat scared","Doctoral Degree","6 - 10","$30,001 - $50,000","Ambivert","Yes"
"2020/11/15 11:35:22 PM CST","35","Bisexual","Male","Male","No","28","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","10+","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","Yes","A little scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$30,001 - $50,000","Extrovert","Yes"
"2020/11/15 11:35:44 PM CST","56","Bisexual","Female","Female","No","19","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","1","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","I don't know","Somewhat scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:36:12 PM CST","93","Heterosexual","Female","Female","No","18","Im not into politics, i dont live in the US either ","Yes","Decently concerned","Psychedelics;Heroin & Other hard drugs","Increased","5 - 7","I have never had sex","No","No","I don't know","Not at all scared","Not at all scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:37:50 PM CST","96","Heterosexual","Female","Female","No","17","Left","No","A little concerned","Marijuana;Psychedelics","Lessened","5 - 7","I have never had sex","Yes","Yes","No","A little scared","Very scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Ambivert","No"
"2020/11/15 11:38:21 PM CST","27","Bisexual","Female","Female","No","25","Left","No","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Highly increased","1","3 - 8 times","Yes","Yes","Yes","Somewhat scared","A little scared","High School / GED Equivalent","1 - 2","$10,001 - $30,000","Ambivert","No"
"2020/11/15 11:38:57 PM CST","94","Asexual","Female","Female","No","29","Left","No","A little concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have never had sex","No","Yes","I don't know","Decently scared","Very scared","Bachelor's Degree (4 year)","6 - 10","$160,001+","Extrovert","Maybe"
"2020/11/15 11:39:02 PM CST","43","Aromantic/Asexual","Female","Non-binary","Maybe","23","Anarchist ","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","9 - 15 times","Yes","Yes","Yes","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$30,001 - $50,000","Ambivert","Yes"
"2020/11/15 11:39:10 PM CST","73","Bisexual","Female","Female","No","18","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","5 - 7","I have never had sex","Yes","Yes","Yes","A little scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:39:13 PM CST","44","Gay grey sexual ","Male","Male","No","27","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","Yes","A little scared","Not Applicable","Bachelor's Degree (4 year)","6 - 10","$80,001 - $120,000","Introvert","Maybe"
"2020/11/15 11:40:18 PM CST","45","Heterosexual","Male","Male","No","18","Not really into politics at all","Maybe","Somewhat concerned","Marijuana","Left the way it is","2 - 4","3 - 8 times","No","No","No","Not at all scared","Very scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 11:40:20 PM CST","95","Heterosexual","Male","Male","No","19","Center","No","Not at all concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Left the way it is","5 - 7","I have never had sex","No","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:40:38 PM CST","88","Bisexual","Female","Female","No","18","Left","Maybe","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have never had sex","Maybe","Yes","No","Not at all scared","Not Applicable","Associate's Degree (2 year)","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:40:52 PM CST","60","Heterosexual","Male","Male","No","18","Center","No","Very concerned","Marijuana","Left the way it is","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","No","Somewhat scared","Very scared","Bachelor's Degree (4 year)","1 - 2","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 11:41:38 PM CST","44","Heterosexual","Female","Female","No","31","Left","No","Decently concerned","Marijuana","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Yes","No","No","A little scared","A little scared","Master's Degree","3 - 5","$10,001 - $30,000","Ambivert","Yes"
"2020/11/15 11:42:15 PM CST","38","Bisexual","Female","Female","No","19","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","1","1 - 2 times","Yes","Yes","Yes","Somewhat scared","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
"2020/11/15 11:43:29 PM CST","66","Bisexual","Female","Female","No","21","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","Yes","No","A little scared","A little scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:44:18 PM CST","35","Bisexual","Non-binary","Non-binary","Yes","22","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","I don't know","Somewhat scared","Very scared","Master's Degree","3 - 5","$10,001 - $30,000","Introvert","No"
"2020/11/15 11:45:05 PM CST","50","Heterosexual","Female","Female","No","30","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","I don't know","Not at all scared","A little scared","Bachelor's Degree (4 year)","6 - 10","$0 - $10,000","Introvert","Maybe"
"2020/11/15 11:45:21 PM CST","50","Bisexual","Female","Female","No","18","Center","Maybe","Decently concerned","Marijuana;Psychedelics","Lessened","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","No","Yes","Yes","A little scared","Very scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:45:25 PM CST","48","Heterosexual","Female","Female","No","20","Left","No","Very concerned","Marijuana;Psychedelics","Lessened","2 - 4","15 - 25 times","Maybe","No","No","Not at all scared","Somewhat scared","Bachelor's Degree (4 year)","3 - 5","$80,001 - $120,000","Introvert","Yes"
"2020/11/15 11:45:34 PM CST","36","Heterosexual","Female","Female","No","19","Center","Maybe","Somewhat concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","0","1 - 2 times","No","Yes","Yes","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Extrovert","Yes"
"2020/11/15 11:46:15 PM CST","95","Heterosexual","Female","Female","No","22","Right","Yes","Somewhat concerned","I don't think any of these drugs should be decriminalized","Increased","0","I have never had sex","No","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:46:47 PM CST","95","Heterosexual","Female","Female","No","21","Center","Yes","Decently concerned","I don't think any of these drugs should be decriminalized","Increased","0","I have never had sex","No","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Extrovert","Yes"
"2020/11/15 11:47:13 PM CST","27","Homosexual","Female","Female","No","18","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Left the way it is","0","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","Yes","Decently scared","Absolutely terrified","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:48:29 PM CST","40","Heterosexual","Male","Male","No","21","Center","Maybe","Decently concerned","Marijuana","Left the way it is","7 - 10","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","No","Not at all scared","Somewhat scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Extrovert","Yes"
"2020/11/15 11:48:45 PM CST","74","Bisexual","Female","Male","Yes","18","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","2 - 4","I have never had sex","Yes","Yes","No","Somewhat scared","Decently scared","High School / GED Equivalent","0 (I have never lived apart from my parents)","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:49:11 PM CST","36","Questioning","Female","Female","No","19","Center","No","Decently concerned","Marijuana","Lessened","2 - 4","9 - 15 times","Yes","Yes","Yes","A little scared","Absolutely terrified","High School / GED Equivalent","0 (I have never lived apart from my parents)","$30,001 - $50,000","Ambivert","No"
"2020/11/15 11:49:18 PM CST","45","Bisexual","Male","Male","No","25","Left","No","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","5 - 7","I have had sex, but not recently, or not frequent enough to be monthly","Yes","No","Yes","Not at all scared","A little scared","Bachelor's Degree (4 year)","3 - 5","$50,001 - $80,000","Ambivert","Yes"
"2020/11/15 11:50:29 PM CST","89","Heterosexual","Male","Male","No","18","Libertarian","No","Somewhat concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Lessened","2 - 4","I have never had sex","Maybe","No","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:50:33 PM CST","65","Homosexual","Female","Female","No","23","Left","Maybe","Very concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","1","I have had sex, but not recently, or not frequent enough to be monthly","Maybe","No","I don't know","A little scared","A little scared","Master's Degree","3 - 5","$30,001 - $50,000","Introvert","Maybe"
"2020/11/15 11:50:44 PM CST","89","Panromantic Asexual","Female","Female","No","28","Left","Maybe","Decently concerned","Marijuana","Lessened","0","I have never had sex","Maybe","No","No","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","0 (I have never lived apart from my parents)","$10,001 - $30,000","Introvert","Maybe"
"2020/11/15 11:51:14 PM CST","28","Heterosexual","Female","Female","No","27","Left","No","Very concerned","Marijuana","Left the way it is","0","9 - 15 times","No","Yes","I don't know","Not at all scared","Not at all scared","Bachelor's Degree (4 year)","6 - 10","$50,001 - $80,000","Ambivert","Yes"
"2020/11/15 11:51:16 PM CST","64","Heterosexual","Male","Male","No","25","Center","Yes","A little concerned","Marijuana","Left the way it is","5 - 7","I have never had sex","Yes","No","Yes","Not at all scared","A little scared","Bachelor's Degree (4 year)","3 - 5","$30,001 - $50,000","Introvert","Yes"
"2020/11/15 11:51:26 PM CST","35","Bisexual","Female","Non-binary","No","19","Left","Yes","Decently concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Abolished","5 - 7","15 - 25 times","Yes","Yes","Yes","Somewhat scared","A little scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:51:35 PM CST","48","Heterosexual","Female","Female","No","20","Left","No","Very concerned","Marijuana","Left the way it is","2 - 4","I have had sex, but not recently, or not frequent enough to be monthly","No","No","Yes","Absolutely terrified","Decently scared","Associate's Degree (2 year)","0 (I have never lived apart from my parents)","$10,001 - $30,000","Ambivert","No"
"2020/11/15 11:51:56 PM CST","17","Questioning","Female","Female","No","24","Left","No","Very concerned","I don't think any of these drugs should be decriminalized","Lessened","10+","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","Yes","A little scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$0 - $10,000","Ambivert","Yes"
"2020/11/15 11:52:29 PM CST","51","Homosexual","Male","Male","No","26","Left","No","Somewhat concerned","Marijuana;Psychedelics;Heroin & Other hard drugs","Left the way it is","2 - 4","1 - 2 times","Yes","No","Yes","Somewhat scared","Not at all scared","Bachelor's Degree (4 year)","3 - 5","$160,001+","Introvert","Maybe"
"2020/11/15 11:53:14 PM CST","32","Heterosexual","Male","Male","No","25","Left","No","Very concerned","Marijuana","Lessened","5 - 7","15 - 25 times","Maybe","No","No","Not at all scared","A little scared","Doctoral Degree","3 - 5","$0 - $10,000","Introvert","Yes"
"2020/11/15 11:53:35 PM CST","35","Bisexual","Male","Male","No","20","Left","No","Decently concerned","Marijuana;Psychedelics","Lessened","7 - 10","I have had sex, but not recently, or not frequent enough to be monthly","Yes","Yes","I don't know","Somewhat scared","Decently scared","Bachelor's Degree (4 year)","1 - 2","$0 - $10,000","Introvert","No"
